Dia,Estació,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3)
03/05/2024,Embassament de Darnius Boadella (Darnius),135.11,15.6,9.52
03/05/2024,Embassament de Sau (Vilanova de Sau),383.83,11.0,18.14
03/05/2024,Embassament de la Baells (Cercs),603.62,35.8,39.13
03/05/2024,Embassament de Foix (Castellet i la Gornal),98.23,65.5,2.45
03/05/2024,Embassament de Siurana (Cornudella de Montsant),453.16,2.7,0.33
03/05/2024,Embassament de la Llosa del Cavall (Navès),772.04,23.3,18.64
03/05/2024,Embassament de Sant Ponç (Clariana de Cardener),514.31,32.2,7.84
02/05/2024,Embassament de la Baells (Cercs),602.94,34.7,37.95
02/05/2024,Embassament de la Llosa del Cavall (Navès),771.70,22.9,18.34
02/05/2024,Embassament de Foix (Castellet i la Gornal),98.24,65.7,2.46
02/05/2024,Embassament de Sant Ponç (Clariana de Cardener),514.26,32.0,7.80
02/05/2024,Embassament de Susqueda (Osor),307.17,26.7,62.12
02/05/2024,Embassament de Darnius Boadella (Darnius),134.74,15.0,9.16
02/05/2024,Embassament de Riudecanyes,194.54,2.6,0.14
02/05/2024,Embassament de Sau (Vilanova de Sau),382.54,9.6,15.91
02/05/2024,Embassament de Siurana (Cornudella de Montsant),453.15,2.7,0.33
01/05/2024,Embassament de Siurana (Cornudella de Montsant),453.14,2.7,0.33
01/05/2024,Embassament de Foix (Castellet i la Gornal),98.24,65.7,2.46
01/05/2024,Embassament de la Baells (Cercs),601.82,33.0,36.07
01/05/2024,Embassament de Sau (Vilanova de Sau),380.23,7.4,12.20
01/05/2024,Embassament de Darnius Boadella (Darnius),134.16,14.1,8.60
01/05/2024,Embassament de Susqueda (Osor),307.19,26.7,62.17
01/05/2024,Embassament de Sant Ponç (Clariana de Cardener),514.19,31.8,7.76
01/05/2024,Embassament de la Llosa del Cavall (Navès),771.23,22.4,17.92
01/05/2024,Embassament de Riudecanyes,194.54,2.6,0.14
30/04/2024,Embassament de Siurana (Cornudella de Montsant),453.11,2.7,0.33
30/04/2024,Embassament de la Llosa del Cavall (Navès),770.47,21.6,17.26
30/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.09,31.5,7.68
30/04/2024,Embassament de la Baells (Cercs),599.37,29.4,32.21
30/04/2024,Embassament de Darnius Boadella (Darnius),133.35,12.9,7.85
30/04/2024,Embassament de Sau (Vilanova de Sau),375.99,3.8,6.28
30/04/2024,Embassament de Foix (Castellet i la Gornal),98.21,65.3,2.44
30/04/2024,Embassament de Riudecanyes,194.54,2.6,0.14
30/04/2024,Embassament de Susqueda (Osor),307.07,26.6,61.89
29/04/2024,Embassament de Sau (Vilanova de Sau),373.92,2.3,3.84
29/04/2024,Embassament de Siurana (Cornudella de Montsant),453.04,2.6,0.32
29/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.00,31.2,7.62
29/04/2024,Embassament de la Baells (Cercs),596.83,26.1,28.55
29/04/2024,Embassament de Foix (Castellet i la Gornal),97.95,61.8,2.31
29/04/2024,Embassament de la Llosa del Cavall (Navès),769.72,20.8,16.63
29/04/2024,Embassament de Susqueda (Osor),306.82,26.3,61.32
29/04/2024,Embassament de Riudecanyes,194.52,2.6,0.14
29/04/2024,Embassament de Darnius Boadella (Darnius),132.45,11.6,7.08
28/04/2024,Embassament de la Llosa del Cavall (Navès),769.56,20.6,16.50
28/04/2024,Embassament de Riudecanyes,194.51,2.6,0.14
28/04/2024,Embassament de la Baells (Cercs),596.43,25.6,28.00
28/04/2024,Embassament de Darnius Boadella (Darnius),132.28,11.3,6.93
28/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.00,31.2,7.62
28/04/2024,Embassament de Siurana (Cornudella de Montsant),453.01,2.6,0.32
28/04/2024,Embassament de Susqueda (Osor),306.48,26.0,60.56
28/04/2024,Embassament de Foix (Castellet i la Gornal),97.86,60.7,2.27
28/04/2024,Embassament de Sau (Vilanova de Sau),373.91,2.3,3.84
27/04/2024,Embassament de la Llosa del Cavall (Navès),769.46,20.5,16.42
27/04/2024,Embassament de Riudecanyes,194.57,2.6,0.14
27/04/2024,Embassament de Siurana (Cornudella de Montsant),453.01,2.6,0.32
27/04/2024,Embassament de Darnius Boadella (Darnius),132.28,11.3,6.93
27/04/2024,Embassament de Sau (Vilanova de Sau),374.35,2.6,4.30
27/04/2024,Embassament de la Baells (Cercs),596.39,25.5,27.95
27/04/2024,Embassament de Foix (Castellet i la Gornal),97.86,60.7,2.27
27/04/2024,Embassament de Susqueda (Osor),306.18,25.7,59.88
27/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.03,31.3,7.64
26/04/2024,Embassament de Foix (Castellet i la Gornal),97.86,60.7,2.27
26/04/2024,Embassament de Siurana (Cornudella de Montsant),453.02,2.6,0.32
26/04/2024,Embassament de Riudecanyes,194.64,2.7,0.14
26/04/2024,Embassament de la Llosa del Cavall (Navès),769.42,20.5,16.39
26/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.07,31.5,7.67
26/04/2024,Embassament de Susqueda (Osor),305.92,25.5,59.30
26/04/2024,Embassament de Darnius Boadella (Darnius),132.27,11.3,6.93
26/04/2024,Embassament de Sau (Vilanova de Sau),374.91,3.0,4.94
26/04/2024,Embassament de la Baells (Cercs),596.40,25.6,27.97
25/04/2024,Embassament de Foix (Castellet i la Gornal),97.87,60.7,2.27
25/04/2024,Embassament de la Baells (Cercs),596.41,25.6,27.98
25/04/2024,Embassament de Darnius Boadella (Darnius),132.28,11.3,6.93
25/04/2024,Embassament de Susqueda (Osor),305.65,25.2,58.71
25/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.11,31.6,7.70
25/04/2024,Embassament de la Llosa del Cavall (Navès),769.40,20.5,16.37
25/04/2024,Embassament de Siurana (Cornudella de Montsant),453.04,2.6,0.32
25/04/2024,Embassament de Riudecanyes,194.70,2.8,0.15
25/04/2024,Embassament de Sau (Vilanova de Sau),375.44,3.4,5.57
24/04/2024,Embassament de la Llosa del Cavall (Navès),769.38,20.4,16.35
24/04/2024,Embassament de Siurana (Cornudella de Montsant),453.06,2.6,0.32
24/04/2024,Embassament de Darnius Boadella (Darnius),132.30,11.4,6.95
24/04/2024,Embassament de Foix (Castellet i la Gornal),97.86,60.7,2.27
24/04/2024,Embassament de la Baells (Cercs),596.42,25.6,27.99
24/04/2024,Embassament de Susqueda (Osor),305.34,24.9,58.01
24/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
24/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.16,31.7,7.73
24/04/2024,Embassament de Sau (Vilanova de Sau),375.97,3.8,6.22
23/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.26,32.0,7.80
23/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
23/04/2024,Embassament de Siurana (Cornudella de Montsant),453.08,2.7,0.32
23/04/2024,Embassament de Foix (Castellet i la Gornal),97.86,60.7,2.27
23/04/2024,Embassament de Sau (Vilanova de Sau),376.47,4.2,6.86
23/04/2024,Embassament de la Baells (Cercs),596.42,25.6,27.99
23/04/2024,Embassament de Darnius Boadella (Darnius),132.33,11.4,6.98
23/04/2024,Embassament de Susqueda (Osor),305.04,24.6,57.36
23/04/2024,Embassament de la Llosa del Cavall (Navès),769.36,20.4,16.34
22/04/2024,Embassament de Sau (Vilanova de Sau),376.90,4.5,7.42
22/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.36,32.3,7.88
22/04/2024,Embassament de Darnius Boadella (Darnius),132.37,11.5,7.01
22/04/2024,Embassament de Susqueda (Osor),304.73,24.3,56.69
22/04/2024,Embassament de la Llosa del Cavall (Navès),769.34,20.4,16.32
22/04/2024,Embassament de Foix (Castellet i la Gornal),97.80,59.9,2.24
22/04/2024,Embassament de la Baells (Cercs),596.42,25.6,27.99
22/04/2024,Embassament de Siurana (Cornudella de Montsant),453.10,2.7,0.33
22/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
21/04/2024,Embassament de Darnius Boadella (Darnius),132.40,11.5,7.03
21/04/2024,Embassament de Foix (Castellet i la Gornal),97.75,59.3,2.22
21/04/2024,Embassament de la Baells (Cercs),596.41,25.6,27.98
21/04/2024,Embassament de Sau (Vilanova de Sau),377.30,4.8,7.95
21/04/2024,Embassament de Susqueda (Osor),304.42,24.0,56.01
21/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.45,32.6,7.94
21/04/2024,Embassament de la Llosa del Cavall (Navès),769.31,20.4,16.30
21/04/2024,Embassament de Siurana (Cornudella de Montsant),453.12,2.7,0.33
21/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
20/04/2024,Embassament de Siurana (Cornudella de Montsant),453.15,2.7,0.33
20/04/2024,Embassament de la Llosa del Cavall (Navès),769.28,20.3,16.27
20/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
20/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.50,32.7,7.98
20/04/2024,Embassament de Susqueda (Osor),304.10,23.7,55.33
20/04/2024,Embassament de Darnius Boadella (Darnius),132.43,11.6,7.06
20/04/2024,Embassament de Sau (Vilanova de Sau),377.70,5.1,8.49
20/04/2024,Embassament de Foix (Castellet i la Gornal),97.75,59.3,2.22
20/04/2024,Embassament de la Baells (Cercs),596.40,25.6,27.96
19/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
19/04/2024,Embassament de Susqueda (Osor),303.78,23.5,54.66
19/04/2024,Embassament de la Baells (Cercs),596.39,25.5,27.95
19/04/2024,Embassament de Foix (Castellet i la Gornal),97.76,59.4,2.22
19/04/2024,Embassament de Sau (Vilanova de Sau),378.08,5.5,9.02
19/04/2024,Embassament de Siurana (Cornudella de Montsant),453.16,2.7,0.33
19/04/2024,Embassament de Darnius Boadella (Darnius),132.45,11.6,7.08
19/04/2024,Embassament de la Llosa del Cavall (Navès),769.25,20.3,16.25
19/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.54,32.8,8.01
18/04/2024,Embassament de Foix (Castellet i la Gornal),97.79,59.7,2.23
18/04/2024,Embassament de Susqueda (Osor),303.46,23.2,53.98
18/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.58,33.0,8.04
18/04/2024,Embassament de la Llosa del Cavall (Navès),769.21,20.3,16.21
18/04/2024,Embassament de Siurana (Cornudella de Montsant),453.18,2.7,0.33
18/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
18/04/2024,Embassament de Darnius Boadella (Darnius),132.47,11.6,7.09
18/04/2024,Embassament de Sau (Vilanova de Sau),378.43,5.8,9.52
18/04/2024,Embassament de la Baells (Cercs),596.38,25.5,27.94
17/04/2024,Embassament de Siurana (Cornudella de Montsant),453.21,2.7,0.33
17/04/2024,Embassament de Foix (Castellet i la Gornal),97.79,59.8,2.24
17/04/2024,Embassament de la Baells (Cercs),596.37,25.5,27.92
17/04/2024,Embassament de Sau (Vilanova de Sau),378.77,6.1,10.01
17/04/2024,Embassament de Darnius Boadella (Darnius),132.49,11.6,7.11
17/04/2024,Embassament de Susqueda (Osor),303.15,22.9,53.34
17/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.62,33.1,8.07
17/04/2024,Embassament de la Llosa del Cavall (Navès),769.16,20.2,16.17
17/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
16/04/2024,Embassament de Darnius Boadella (Darnius),132.51,11.7,7.13
16/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.66,33.2,8.10
16/04/2024,Embassament de la Llosa del Cavall (Navès),769.10,20.2,16.12
16/04/2024,Embassament de Riudecanyes,194.75,2.8,0.15
16/04/2024,Embassament de Siurana (Cornudella de Montsant),453.23,2.8,0.34
16/04/2024,Embassament de Foix (Castellet i la Gornal),97.82,60.2,2.25
16/04/2024,Embassament de Sau (Vilanova de Sau),379.11,6.4,10.51
16/04/2024,Embassament de Susqueda (Osor),302.97,22.7,52.95
16/04/2024,Embassament de la Baells (Cercs),596.36,25.5,27.91
15/04/2024,Embassament de Darnius Boadella (Darnius),132.53,11.7,7.15
15/04/2024,Embassament de Foix (Castellet i la Gornal),97.85,60.6,2.27
15/04/2024,Embassament de la Baells (Cercs),596.34,25.5,27.88
15/04/2024,Embassament de Sau (Vilanova de Sau),379.41,6.6,10.95
15/04/2024,Embassament de Susqueda (Osor),302.72,22.5,52.44
15/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.70,33.3,8.13
15/04/2024,Embassament de la Llosa del Cavall (Navès),769.04,20.1,16.08
15/04/2024,Embassament de Siurana (Cornudella de Montsant),453.26,2.8,0.34
15/04/2024,Embassament de Riudecanyes,194.75,2.8,0.15
14/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.74,33.4,8.16
14/04/2024,Embassament de Sau (Vilanova de Sau),379.71,6.9,11.40
14/04/2024,Embassament de la Llosa del Cavall (Navès),768.98,20.0,16.03
14/04/2024,Embassament de Darnius Boadella (Darnius),132.55,11.7,7.16
14/04/2024,Embassament de la Baells (Cercs),596.28,25.4,27.80
14/04/2024,Embassament de Riudecanyes,194.75,2.8,0.15
14/04/2024,Embassament de Siurana (Cornudella de Montsant),453.29,2.8,0.34
14/04/2024,Embassament de Foix (Castellet i la Gornal),97.87,60.8,2.27
14/04/2024,Embassament de Susqueda (Osor),302.41,22.2,51.81
13/04/2024,Embassament de la Llosa del Cavall (Navès),768.91,20.0,15.98
13/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.73,33.4,8.15
13/04/2024,Embassament de la Baells (Cercs),596.20,25.3,27.70
13/04/2024,Embassament de Susqueda (Osor),302.09,22.0,51.16
13/04/2024,Embassament de Darnius Boadella (Darnius),132.56,11.7,7.17
13/04/2024,Embassament de Riudecanyes,194.75,2.8,0.15
13/04/2024,Embassament de Foix (Castellet i la Gornal),97.87,60.8,2.28
13/04/2024,Embassament de Siurana (Cornudella de Montsant),453.31,2.8,0.34
13/04/2024,Embassament de Sau (Vilanova de Sau),379.98,7.1,11.80
12/04/2024,Embassament de Sau (Vilanova de Sau),380.25,7.4,12.21
12/04/2024,Embassament de Darnius Boadella (Darnius),132.58,11.8,7.18
12/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.71,33.4,8.13
12/04/2024,Embassament de la Llosa del Cavall (Navès),768.83,19.9,15.91
12/04/2024,Embassament de Siurana (Cornudella de Montsant),453.32,2.8,0.34
12/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
12/04/2024,Embassament de la Baells (Cercs),596.12,25.2,27.60
12/04/2024,Embassament de Foix (Castellet i la Gornal),97.88,60.9,2.28
12/04/2024,Embassament de Susqueda (Osor),301.79,21.7,50.55
11/04/2024,Embassament de la Llosa del Cavall (Navès),768.74,19.8,15.84
11/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.66,33.2,8.10
11/04/2024,Embassament de Foix (Castellet i la Gornal),97.89,61.1,2.28
11/04/2024,Embassament de la Baells (Cercs),596.04,25.1,27.49
11/04/2024,Embassament de Siurana (Cornudella de Montsant),453.34,2.8,0.34
11/04/2024,Embassament de Sau (Vilanova de Sau),380.42,7.5,12.48
11/04/2024,Embassament de Susqueda (Osor),301.54,21.5,50.04
11/04/2024,Embassament de Darnius Boadella (Darnius),132.59,11.8,7.19
11/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
10/04/2024,Embassament de la Baells (Cercs),595.94,25.0,27.35
10/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
10/04/2024,Embassament de la Llosa del Cavall (Navès),768.64,19.7,15.75
10/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.62,33.1,8.07
10/04/2024,Embassament de Foix (Castellet i la Gornal),97.92,61.4,2.30
10/04/2024,Embassament de Darnius Boadella (Darnius),132.60,11.8,7.20
10/04/2024,Embassament de Sau (Vilanova de Sau),380.37,7.5,12.40
10/04/2024,Embassament de Siurana (Cornudella de Montsant),453.36,2.8,0.35
10/04/2024,Embassament de Susqueda (Osor),301.47,21.4,49.90
09/04/2024,Embassament de Susqueda (Osor),301.40,21.4,49.76
09/04/2024,Embassament de Foix (Castellet i la Gornal),97.95,61.9,2.32
09/04/2024,Embassament de Darnius Boadella (Darnius),132.62,11.8,7.22
09/04/2024,Embassament de la Baells (Cercs),595.81,24.8,27.18
09/04/2024,Embassament de Sau (Vilanova de Sau),380.28,7.4,12.26
09/04/2024,Embassament de Riudecanyes,194.75,2.8,0.15
09/04/2024,Embassament de Siurana (Cornudella de Montsant),453.38,2.8,0.35
09/04/2024,Embassament de la Llosa del Cavall (Navès),768.51,19.6,15.65
09/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.57,32.9,8.03
08/04/2024,Embassament de Susqueda (Osor),301.32,21.3,49.60
08/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.52,32.8,7.99
08/04/2024,Embassament de Darnius Boadella (Darnius),132.63,11.8,7.23
08/04/2024,Embassament de la Llosa del Cavall (Navès),768.36,19.4,15.53
08/04/2024,Embassament de Sau (Vilanova de Sau),380.21,7.4,12.15
08/04/2024,Embassament de Riudecanyes,194.76,2.8,0.15
08/04/2024,Embassament de la Baells (Cercs),595.66,24.7,26.99
08/04/2024,Embassament de Foix (Castellet i la Gornal),97.98,62.2,2.33
08/04/2024,Embassament de Siurana (Cornudella de Montsant),453.40,2.9,0.35
07/04/2024,Embassament de Siurana (Cornudella de Montsant),453.42,2.9,0.35
07/04/2024,Embassament de Susqueda (Osor),301.22,21.2,49.40
07/04/2024,Embassament de la Llosa del Cavall (Navès),768.21,19.3,15.42
07/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.46,32.6,7.95
07/04/2024,Embassament de Foix (Castellet i la Gornal),97.98,62.3,2.33
07/04/2024,Embassament de la Baells (Cercs),595.49,24.5,26.76
07/04/2024,Embassament de Darnius Boadella (Darnius),132.63,11.8,7.23
07/04/2024,Embassament de Sau (Vilanova de Sau),380.13,7.3,12.04
07/04/2024,Embassament de Riudecanyes,194.76,2.8,0.15
06/04/2024,Embassament de la Llosa del Cavall (Navès),768.04,19.1,15.29
06/04/2024,Embassament de Susqueda (Osor),301.13,21.1,49.22
06/04/2024,Embassament de la Baells (Cercs),595.30,24.2,26.52
06/04/2024,Embassament de Riudecanyes,194.75,2.8,0.15
06/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.40,32.4,7.91
06/04/2024,Embassament de Siurana (Cornudella de Montsant),453.43,2.9,0.35
06/04/2024,Embassament de Darnius Boadella (Darnius),132.63,11.8,7.23
06/04/2024,Embassament de Sau (Vilanova de Sau),380.05,7.2,11.91
06/04/2024,Embassament de Foix (Castellet i la Gornal),97.99,62.4,2.33
05/04/2024,Embassament de la Baells (Cercs),595.11,24.0,26.27
05/04/2024,Embassament de Foix (Castellet i la Gornal),97.99,62.4,2.33
05/04/2024,Embassament de Siurana (Cornudella de Montsant),453.44,2.9,0.35
05/04/2024,Embassament de la Llosa del Cavall (Navès),767.86,18.9,15.15
05/04/2024,Embassament de Darnius Boadella (Darnius),132.63,11.8,7.23
05/04/2024,Embassament de Sau (Vilanova de Sau),379.94,7.1,11.75
05/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.34,32.3,7.87
05/04/2024,Embassament de Susqueda (Osor),301.06,21.1,49.08
05/04/2024,Embassament de Riudecanyes,194.75,2.8,0.15
04/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.28,32.1,7.82
04/04/2024,Embassament de la Llosa del Cavall (Navès),767.66,18.7,15.00
04/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
04/04/2024,Embassament de Siurana (Cornudella de Montsant),453.45,2.9,0.35
04/04/2024,Embassament de Darnius Boadella (Darnius),132.60,11.8,7.20
04/04/2024,Embassament de Foix (Castellet i la Gornal),98.00,62.5,2.34
04/04/2024,Embassament de Susqueda (Osor),301.03,21.0,49.03
04/04/2024,Embassament de Sau (Vilanova de Sau),379.77,6.9,11.48
04/04/2024,Embassament de la Baells (Cercs),594.90,23.8,26.01
03/04/2024,Embassament de Darnius Boadella (Darnius),132.59,11.8,7.20
03/04/2024,Embassament de Susqueda (Osor),301.12,21.1,49.21
03/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
03/04/2024,Embassament de Siurana (Cornudella de Montsant),453.47,2.9,0.35
03/04/2024,Embassament de la Llosa del Cavall (Navès),767.45,18.5,14.83
03/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.21,31.9,7.77
03/04/2024,Embassament de Sau (Vilanova de Sau),379.36,6.6,10.87
03/04/2024,Embassament de la Baells (Cercs),594.67,23.5,25.71
03/04/2024,Embassament de Foix (Castellet i la Gornal),98.00,62.5,2.34
02/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.13,31.6,7.71
02/04/2024,Embassament de la Llosa del Cavall (Navès),767.21,18.3,14.65
02/04/2024,Embassament de Siurana (Cornudella de Montsant),453.49,2.9,0.36
02/04/2024,Embassament de la Baells (Cercs),594.38,23.2,25.36
02/04/2024,Embassament de Sau (Vilanova de Sau),378.74,6.0,9.97
02/04/2024,Embassament de Riudecanyes,194.74,2.8,0.15
02/04/2024,Embassament de Foix (Castellet i la Gornal),98.00,62.6,2.34
02/04/2024,Embassament de Darnius Boadella (Darnius),132.57,11.7,7.17
02/04/2024,Embassament de Susqueda (Osor),301.19,21.2,49.35
01/04/2024,Embassament de Siurana (Cornudella de Montsant),453.50,2.9,0.36
01/04/2024,Embassament de la Baells (Cercs),593.98,22.7,24.85
01/04/2024,Embassament de Foix (Castellet i la Gornal),98.01,62.6,2.34
01/04/2024,Embassament de la Llosa del Cavall (Navès),766.86,18.0,14.40
01/04/2024,Embassament de Sant Ponç (Clariana de Cardener),514.02,31.3,7.63
01/04/2024,Embassament de Riudecanyes,194.73,2.8,0.15
01/04/2024,Embassament de Susqueda (Osor),301.23,21.2,49.42
